job_title,work_year,employment_type,company_location,experience_level,salary_in_usd
Data Scientist,2022,FT,US,EX,159000
Data Scientist,2022,FT,US,EX,130000
Data Engineer,2022,FT,US,EX,310000
Data Engineer,2022,FT,US,EX,239000
Head of Data,2022,FT,US,EX,205000
Head of Data,2022,FT,US,EX,160000
Analytics Engineer,2022,FT,US,EX,210000
Analytics Engineer,2022,FT,US,EX,157000
Data Manager,2022,FT,CA,EX,125976
Data Engineer,2022,FT,US,EX,187200
Data Engineer,2022,FT,US,EX,116100
Data Science Manager,2022,FT,US,EX,222640
Data Science Manager,2022,FT,US,EX,182160
Data Engineer,2022,FT,US,EX,297500
Data Engineer,2022,FT,US,EX,260000
Machine Learning Scientist,2022,FT,US,EX,200000
Machine Learning Scientist,2022,FT,US,EX,180000
AI Scientist,2022,FT,US,EX,200000
Analytics Engineer,2022,FT,US,EX,200000
Analytics Engineer,2022,FT,US,EX,150000
Research Scientist,2022,FT,NL,EX,84053
Data Science Manager,2022,FT,US,EX,260500
Data Science Manager,2022,FT,US,EX,175100
Lead Data Engineer,2022,FT,CA,EX,115222
Head of Machine Learning,2022,FT,IN,EX,76309
Data Engineer,2022,FT,US,EX,242000
Data Engineer,2022,FT,US,EX,200000
Data Analyst,2022,FT,US,EX,130000
Data Analyst,2022,FT,US,EX,110000
Head of Data Science,2022,FT,US,EX,224000
Head of Data Science,2022,FT,US,EX,167875
Analytics Engineer,2022,FT,US,EX,175000
Analytics Engineer,2022,FT,US,EX,135000
Data Engineer,2022,FT,US,EX,324000
Data Engineer,2022,FT,US,EX,216000
Director of Data Science,2022,FT,CA,EX,192037
Machine Learning Engineer,2022,FT,IN,MI,20984
Data Scientist,2022,FT,DE,MI,73546
Business Data Analyst,2022,FT,BR,MI,9289
Research Scientist,2022,FT,IN,MI,23000
Data Scientist,2022,FT,US,MI,155000
Computer Vision Engineer,2022,FT,IN,MI,15897
Data Scientist,2022,FT,US,MI,110000
Business Data Analyst,2022,FT,IN,MI,18314
Data Analyst,2022,FT,IN,MI,14307
Data Scientist,2022,FT,IN,MI,13989
Data Analyst,2022,FT,US,MI,150000
Data Analyst,2022,FT,US,MI,100000
Data Scientist,2022,FT,US,MI,150000
Data Scientist,2022,FT,US,MI,127500
Data Engineer,2022,FT,US,MI,260000
Data Engineer,2022,FT,US,MI,175000
Data Scientist,2022,FT,FR,MI,94560
Data Scientist,2022,FT,FR,MI,52533
Data Analyst,2022,FT,US,MI,150000
Data Analyst,2022,FT,US,MI,100000
Data Engineer,2022,FT,US,MI,150000
Data Engineer,2022,FT,US,MI,150000
Data Engineer,2022,FT,US,MI,120000
Data Engineer,2022,FT,US,MI,95000
Data Scientist,2022,FT,US,MI,150000
Data Scientist,2022,FT,US,MI,110000
Data Engineer,2022,FT,US,MI,130000
Data Engineer,2022,FT,US,MI,115000
Data Scientist,2022,FT,GB,MI,92350
Data Scientist,2022,FT,GB,MI,67723
Data Engineer,2022,FT,US,MI,105000
Data Engineer,2022,FT,US,MI,70000
Data Analyst,2022,FT,US,MI,75000
Data Analyst,2022,FT,US,MI,60000
Data Scientist,2022,FT,US,MI,145000
Data Scientist,2022,FT,US,MI,100000
Data Scientist,2022,FT,US,MI,31795
NLP Engineer,2022,FT,PL,MI,44365
Data Engineer,2022,FT,GB,MI,92350
Data Engineer,2022,FT,GB,MI,73880
Data Engineer,2022,FT,US,MI,160000
Data Engineer,2022,FT,US,MI,120000
Data Engineer,2022,FT,IN,MI,35610
Data Analyst,2022,FT,US,MI,150000
Data Analyst,2022,FT,US,MI,100000
Analytics Engineer,2022,FT,US,MI,122500
Analytics Engineer,2022,FT,US,MI,100000
Computer Vision Engineer,2022,FT,FR,MI,58837
Data Analyst,2022,FT,US,MI,102640
Data Analyst,2022,FT,US,MI,66100
Data Engineer,2022,FT,US,MI,130000
Data Engineer,2022,FT,US,MI,80000
Data Engineer,2022,FT,US,MI,187000
Data Engineer,2022,FT,US,MI,153000
Data Analyst,2022,FT,GB,MI,430967
Data Analyst,2022,FT,GB,MI,55410
Data Analyst,2022,FT,US,MI,75000
Data Analyst,2022,FT,US,MI,60000
MLOps Engineer,2022,FT,US,MI,134000
MLOps Engineer,2022,FT,US,MI,124000
Data Analyst,2022,FT,US,MI,100000
Data Analyst,2022,FT,US,MI,65000
Data Analyst,2022,FT,US,MI,150000
Data Analyst,2022,FT,US,MI,100000
Machine Learning Engineer,2022,FT,US,MI,130000
Machine Learning Engineer,2022,FT,US,MI,90000
Machine Learning Researcher,2022,FT,US,MI,150000
Machine Learning Researcher,2022,FT,US,MI,100000
Machine Learning Engineer,2022,FT,US,MI,230000
Machine Learning Engineer,2022,FT,US,MI,150000
Machine Learning Researcher,2022,FT,US,MI,130000
Machine Learning Researcher,2022,FT,US,MI,100000
Data Scientist,2022,FT,US,MI,180000
Data Scientist,2022,FT,US,MI,120000
Data Scientist,2022,FT,FR,MI,63040
Data Scientist,2022,FT,FR,MI,52533
Machine Learning Scientist,2022,FT,US,MI,165000
Machine Learning Scientist,2022,FT,US,MI,135000
Data Scientist,2022,FT,US,MI,120000
Data Engineer,2022,FT,LT,MI,110446
Data Engineer,2022,FT,LT,MI,79178
Data Science Consultant,2022,FT,GB,MI,70186
Data Science Consultant,2022,FT,GB,MI,51716
Data Analyst,2022,FT,US,MI,150000
Data Analyst,2022,FT,US,MI,100000
Data Engineer,2022,FT,US,MI,160000
Data Engineer,2022,FT,US,MI,75000
Data Scientist,2022,FT,DE,MI,64090
Data Scientist,2022,FT,DE,MI,60938
Data Scientist,2022,FT,US,MI,130000
Data Scientist,2022,FT,US,MI,90000
Data Analyst,2022,FT,US,MI,165000
Data Analyst,2022,FT,US,MI,124000
Machine Learning Researcher,2022,FT,CA,MI,105236
Data Analyst,2022,FT,US,MI,160000
Data Analyst,2022,FT,US,MI,109000
Data Analyst,2022,FT,US,MI,206000
Data Analyst,2022,FT,US,MI,160000
Data Analyst,2022,FT,US,MI,150000
Data Analyst,2022,FT,US,MI,100000
Data Engineer,2022,FT,US,MI,120000
Data Engineer,2022,FT,US,MI,95000
Data Analyst,2022,FT,US,MI,80000
Data Analytics Manager,2022,FT,US,MI,155000
Data Analytics Manager,2022,FT,US,MI,140000
Data Scientist,2022,FT,US,MI,180000
Data Scientist,2022,FT,US,MI,120000
Data Engineer,2022,FT,US,MI,160000
Data Engineer,2022,FT,US,MI,90000
Data Specialist,2022,FT,US,MI,165000
Data Specialist,2022,FT,US,MI,135000
Deep Learning Engineer,2022,FT,GB,MI,86193
Deep Learning Engineer,2022,FT,GB,MI,49253
BI Data Analyst,2022,FT,FR,MI,105066
Analytics Engineer,2022,FT,GB,MI,104663
Analytics Engineer,2022,FT,GB,MI,73880
Data Analyst,2022,FT,US,MI,165000
Data Analyst,2022,FT,US,MI,124000
Data Analyst,2022,FT,US,MI,150000
Data Analyst,2022,FT,US,MI,100000
Data Engineer,2022,FT,US,MI,120000
Data Engineer,2022,FT,US,MI,95000
Data Analyst,2022,FT,CA,MI,100000
Data Analyst,2022,FT,CA,MI,65000
Data Engineer,2022,FT,US,MI,120000
Data Engineer,2022,FT,US,MI,95000
Data Engineer,2022,FT,US,MI,161000
Data Engineer,2022,FT,US,MI,118000
Data Engineer,2022,FT,US,MI,80000
Data Engineer,2022,FT,US,MI,65000
Data Engineer,2022,FT,US,MI,175000
Data Engineer,2022,FT,US,MI,135000
Data Analyst,2022,FT,US,MI,150000
Data Analyst,2022,FT,US,MI,100000
Machine Learning Engineer,2022,FT,GB,MI,104663
Machine Learning Engineer,2022,FT,GB,MI,80036
Machine Learning Engineer,2022,FT,CH,MI,104697
Data Engineer,2022,FT,US,MI,170000
Data Engineer,2022,FT,US,MI,145000
Data Analyst,2022,FT,US,MI,206000
Data Analyst,2022,FT,US,MI,160000
Data Analyst,2022,FT,US,MI,109000
Data Analyst,2022,FT,US,MI,79000
Data Analyst,2022,FT,US,MI,160000
Data Analyst,2022,FT,US,MI,109000
Data Scientist Lead,2022,FT,AT,MI,89306
Data Engineer,2022,FT,US,MI,160000
Data Engineer,2022,FT,US,MI,90000
Machine Learning Engineer,2022,FT,US,MI,130000
Machine Learning Engineer,2022,FT,US,MI,90000
Data Scientist,2022,FT,US,MI,120000
Data Scientist,2022,FT,US,MI,100000
Data Scientist,2022,FT,US,MI,85000
Data Scientist,2022,FT,US,MI,78000
Data Analyst,2022,FT,US,MI,150000
Data Analyst,2022,FT,US,MI,100000
Data Scientist,2022,FT,GB,MI,57872
Research Engineer,2022,FT,US,MI,240000
ML Engineer,2022,FT,US,MI,180000
ML Engineer,2022,FT,US,MI,100000
Data Analyst,2022,FT,US,MI,80000
Data Analyst,2022,FT,US,MI,52500
Data Scientist,2022,FT,MX,MI,30000
Analytics Engineer,2022,FT,BR,MI,78000
Analytics Engineer,2022,FT,BR,MI,48000
Data Engineer,2022,FT,BR,MI,78000
Data Engineer,2022,FT,BR,MI,42000
BI Analyst,2022,FT,BR,MI,78000
BI Analyst,2022,FT,BR,MI,48000
Data Scientist,2022,FT,BR,MI,84000
Data Scientist,2022,FT,BR,MI,54000
Data Analyst,2022,FT,US,MI,85000
Data Analyst,2022,FT,US,MI,65000
Data Engineer,2022,FT,GB,MI,110820
Data Engineer,2022,FT,GB,MI,92350
ML Engineer,2022,FT,US,MI,148500
ML Engineer,2022,FT,US,MI,98200
Data Manager,2022,FT,US,MI,134000
Data Manager,2022,FT,US,MI,98000
Data Analyst,2022,FT,US,MI,105000
Data Analyst,2022,FT,US,MI,62000
Data Scientist,2022,FT,US,MI,144200
Data Scientist,2022,FT,US,MI,115360
Data Scientist,2022,FT,AU,MI,83171
Data Scientist,2022,FT,US,MI,108000
Data Scientist,2022,FT,DE,MI,75648
NLP Engineer,2022,FT,CZ,MI,5132
Research Scientist,2022,FT,DE,MI,126080
Research Scientist,2022,FT,DE,MI,84053
Analytics Engineer,2022,FT,US,MI,108000
Analytics Engineer,2022,FT,US,MI,85000
BI Data Analyst,2022,FT,AU,MI,45050
Data Analytics Engineer,2022,FT,US,MI,135000
Data Scientist,2022,FT,TR,MI,10000
Data Operations Engineer,2022,FT,US,MI,100000
Data Operations Engineer,2022,FT,US,MI,60000
Data Engineer,2022,FT,GB,MI,80036
Data Engineer,2022,FT,GB,MI,67723
Business Data Analyst,2022,FT,US,MI,150000
Data Scientist,2022,FT,GB,MI,102200
NLP Engineer,2022,CT,US,MI,60000
Data Engineer,2022,FT,GB,MI,80036
Data Engineer,2022,FT,GB,MI,67723
Data Operations Engineer,2022,FT,US,MI,100000
Data Operations Engineer,2022,FT,US,MI,60000
Data Engineer,2022,FT,US,MI,150000
Data Engineer,2022,FT,US,MI,100000
Data Operations Engineer,2022,FT,US,MI,100000
Data Operations Engineer,2022,FT,US,MI,60000
Data Manager,2022,FT,US,MI,134000
Data Manager,2022,FT,US,MI,98000
Data Analyst,2022,FT,US,MI,136000
Data Analyst,2022,FT,US,MI,112000
Data Analyst,2022,FT,US,MI,97500
Data Scientist,2022,FT,NL,MI,73546
Financial Data Analyst,2022,FT,US,MI,75000
Data Engineer,2022,FT,GR,MI,84053
Data Engineer,2022,FT,GR,MI,73546
Data Engineer,2022,FT,GB,MI,98506
Data Engineer,2022,FT,GB,MI,86193
Data Engineer,2022,FT,ES,MI,84053
Data Engineer,2022,FT,ES,MI,73546
Data Scientist,2022,FT,GB,MI,118208
Data Scientist,2022,FT,GB,MI,110820
Applied Machine Learning Scientist,2022,FT,US,MI,75000
Analytics Engineer,2022,CT,BO,MI,7500
Data Analyst,2022,FT,US,MI,113000
Data Analytics Consultant,2022,FT,US,MI,113000
Product Data Analyst,2022,FT,US,MI,140000
BI Data Analyst,2022,FT,AU,MI,53368
Research Scientist,2022,FT,US,MI,145000
Data Scientist,2022,FT,US,MI,225000
Data Scientist,2022,FT,US,MI,160000
Data Scientist,2022,FT,NL,MI,54634
Machine Learning Engineer,2022,FT,GB,MI,128058
Applied Machine Learning Scientist,2022,FT,US,MI,173000
Data Science Manager,2022,FT,US,MI,158000
Data Science Manager,2022,FT,US,MI,134000
Data Scientist,2022,FT,NL,MI,115573
Data Scientist,2022,FT,NL,MI,89306
Data Engineer,2022,FT,GB,MI,98506
Data Engineer,2022,FT,GB,MI,73880
Data Analyst,2022,FT,IN,MI,5723
BI Data Analyst,2022,FT,DE,MI,50432
Lead Data Scientist,2022,FT,GB,MI,61566
Data Engineer,2022,FT,US,MI,24000
Data Engineer,2022,FT,US,MI,24000
Machine Learning Engineer,2022,FT,US,MI,193900
Machine Learning Engineer,2022,FT,US,MI,129300
Data Analyst,2022,FT,US,MI,216200
Data Analyst,2022,FT,US,MI,144100
Data Scientist,2022,FT,ID,MI,53416
Data Scientist,2022,FT,GB,MI,131752
Data Analyst,2022,FT,US,MI,130000
Applied Machine Learning Scientist,2022,FL,IN,MI,30523
Analytics Engineer,2022,FT,US,MI,200000
Analytics Engineer,2022,FT,US,MI,54000
Data Engineer,2022,FT,GB,MI,91118
Data Engineer,2022,FT,GB,MI,61566
Data Scientist,2022,FT,DE,MI,60938
Data Scientist,2022,FT,GB,MI,80036
Data Engineer,2022,FT,GB,MI,135446
Data Engineer,2022,FT,GB,MI,104663
Data Scientist,2022,FT,TR,MI,25000
Data Analyst,2022,FT,SG,MI,65257
AI Scientist,2022,FT,US,MI,200000
Data Scientist,2022,FT,US,MI,153000
Machine Learning Scientist,2022,FT,EG,MI,22800
Data Engineer,2022,FT,GB,MI,92350
Data Engineer,2022,FT,GB,MI,67723
Data Engineer,2022,FT,DE,MI,65666
AI Scientist,2022,FT,US,MI,200000
Machine Learning Engineer,2022,FT,GB,MI,116976
Machine Learning Engineer,2022,FT,GB,MI,92350
AI Scientist,2022,FT,US,MI,120000
Data Engineer,2022,FT,GB,MI,110820
Data Engineer,2022,FT,GB,MI,92350
Machine Learning Engineer,2022,FT,DE,MI,84053
ETL Developer,2022,FT,GR,MI,52533
ETL Developer,2022,FT,GR,MI,52533
Data Analyst,2022,FT,GB,MI,49253
Data Analyst,2022,FT,GB,MI,36940
Data Analyst,2022,FT,ES,MI,42026
Data Analyst,2022,FT,ES,MI,31520
Data Engineer,2022,FT,ES,MI,84053
Data Engineer,2022,FT,ES,MI,73546
Data Engineer,2022,FT,GB,MI,98506
Data Engineer,2022,FT,GB,MI,86193
Data Engineer,2022,FT,GR,MI,84053
Data Engineer,2022,FT,GR,MI,73546
Data Analyst,2022,FT,GR,MI,42026
Data Analyst,2022,FT,GR,MI,31520
Data Engineer,2022,FT,GB,MI,92350
Data Engineer,2022,FT,GB,MI,73880
Data Engineer,2022,FT,ES,MI,63040
Data Engineer,2022,FT,ES,MI,47280
Data Scientist,2022,FT,GB,MI,67723
Data Scientist,2022,FT,GB,MI,43096
Data Engineer,2022,FT,GR,MI,63040
Data Engineer,2022,FT,GR,MI,47280
Data Engineer,2022,FT,GB,MI,73880
Data Engineer,2022,FT,GB,MI,55410
Data Engineer,2022,FT,US,MI,82900
Data Engineer,2022,FT,US,MI,63900
Machine Learning Scientist,2022,FT,US,MI,160000
Machine Learning Scientist,2022,FT,US,MI,112300
Data Science Manager,2022,FT,US,MI,241000
Data Science Manager,2022,FT,US,MI,159000
Data Analyst,2022,FT,US,MI,58000
Data Analyst,2022,FT,US,MI,58000
Data Scientist,2022,FT,GB,MI,61566
Data Scientist,2022,FT,GB,MI,36940
Data Engineer,2022,FT,GB,MI,73880
Data Engineer,2022,FT,GB,MI,49253
Data Analyst,2022,FT,US,MI,126500
Data Analyst,2022,FT,US,MI,106260
Data Scientist,2022,FT,US,MI,130000
Data Scientist,2022,FT,US,MI,90000
Data Engineer,2022,FT,US,MI,170000
Data Engineer,2022,FT,US,MI,150000
Data Analyst,2022,FT,US,MI,167000
Data Analyst,2022,FT,US,MI,115500
Data Analyst,2022,FT,CA,MI,85000
Data Analyst,2022,FT,CA,MI,75000
Data Scientist,2022,FT,US,MI,141300
Data Scientist,2022,FT,US,MI,102100
Data Engineer,2022,FT,US,MI,206699
Data Engineer,2022,FT,US,MI,99100
Data Analyst,2022,FT,GB,MI,61566
Data Analyst,2022,FT,GB,MI,43096
Data Scientist,2022,FT,US,MI,160000
Data Scientist,2022,FT,US,MI,130000
Data Analyst,2022,FT,US,MI,135000
Data Analyst,2022,FT,US,MI,50000
Data Scientist,2022,FT,GB,MI,172386
Data Scientist,2022,FT,GB,MI,86193
Data Scientist,2022,FT,US,MI,200000
Data Scientist,2022,FT,US,MI,120000
Machine Learning Developer,2022,FT,CA,MI,76814
Machine Learning Engineer,2022,FT,US,MI,120000
Business Data Analyst,2022,FT,IN,MI,17805
Data Scientist,2022,FT,IN,MI,30523
Machine Learning Infrastructure Engineer,2022,FT,PT,MI,55685
Data Engineer,2022,PT,DE,MI,52533
Applied Machine Learning Scientist,2022,FT,US,MI,75000
Applied Data Scientist,2022,FT,US,MI,157000
Business Data Analyst,2022,FT,CA,MI,69133
Data Scientist,2022,FT,CA,MI,67597
Data Analyst,2022,FT,GR,MI,20000
Data Scientist,2022,FT,US,MI,78000
Machine Learning Engineer,2022,FT,AU,MI,83864
Head of Data,2022,FT,EE,MI,31520
Machine Learning Scientist,2022,FT,US,MI,153000
Data Scientist,2022,FT,PL,MI,33609
Principal Data Analyst,2022,FT,CA,MI,75000
Research Scientist,2022,FT,AT,MI,61989
Data Scientist,2022,FT,US,MI,135000
Data Scientist,2022,FT,CH,MI,120402
Data Engineer,2022,FT,FR,MI,65141
Data Scientist,2022,FT,US,MI,48000
Data Scientist,2022,FL,US,MI,100000
Data Scientist,2022,FT,GB,SE,88256
AI Developer,2022,FT,CA,SE,275000
Lead Data Scientist,2022,FT,IE,SE,172309
BI Developer,2022,FT,US,SE,130000
Lead Data Scientist,2022,FT,US,SE,192000
Machine Learning Software Engineer,2022,FT,US,SE,375000
Machine Learning Engineer,2022,FT,FR,SE,84053
Data Analytics Manager,2022,FT,NL,SE,133000
Manager Data Management,2022,FT,US,SE,125000
Data Engineer,2022,FT,US,SE,175000
Data Engineer,2022,FT,US,SE,155000
Data Engineer,2022,FT,US,SE,153600
Data Engineer,2022,FT,US,SE,106800
Data Scientist,2022,FT,US,SE,150000
Data Scientist,2022,FT,US,SE,140000
Data Science Consultant,2022,FT,US,SE,122000
Data Science Consultant,2022,FT,US,SE,94500
Data Engineer,2022,FT,US,SE,170000
Data Engineer,2022,FT,US,SE,130000
Data Science Consultant,2022,FT,US,SE,145000
Data Science Consultant,2022,FT,US,SE,128000
Data Engineer,2022,FT,US,SE,145000
Data Engineer,2022,FT,US,SE,100000
Data Engineer,2022,FT,US,SE,175000
Data Engineer,2022,FT,US,SE,120000
Data Engineer,2022,FT,US,SE,145000
Data Engineer,2022,FT,US,SE,115000
Applied Machine Learning Scientist,2022,FT,US,SE,150000
Data Scientist,2022,FT,US,SE,126500
Data Scientist,2022,FT,US,SE,51000
Data Engineer,2022,FT,US,SE,250000
Data Engineer,2022,FT,US,SE,63000
Machine Learning Engineer,2022,FT,US,SE,210000
Machine Learning Engineer,2022,FT,US,SE,160000
Data Scientist,2022,FT,US,SE,272550
Data Scientist,2022,FT,US,SE,198200
Data Scientist,2022,FT,US,SE,220000
Data Scientist,2022,FT,US,SE,146000
Machine Learning Software Engineer,2022,FT,CA,SE,248400
Machine Learning Software Engineer,2022,FT,CA,SE,183600
Lead Data Scientist,2022,FT,IN,SE,56723
Data Engineer,2022,FT,US,SE,216000
Data Engineer,2022,FT,US,SE,144000
Data Analyst,2022,FT,US,SE,149000
Data Analyst,2022,FT,US,SE,119000
Data Scientist,2022,FT,US,SE,140000
Data Scientist,2022,FT,US,SE,120000
Machine Learning Engineer,2022,FT,US,SE,246000
Machine Learning Engineer,2022,FT,US,SE,201000
Data Scientist,2022,FT,US,SE,190000
Data Scientist,2022,FT,US,SE,155000
ML Engineer,2022,FT,US,SE,235000
ML Engineer,2022,FT,US,SE,185000
Cloud Database Engineer,2022,FT,US,SE,190000
Cloud Database Engineer,2022,FT,US,SE,160000
Machine Learning Engineer,2022,FT,US,SE,204500
Machine Learning Engineer,2022,FT,US,SE,142200
Machine Learning Engineer,2022,FT,US,SE,192000
Machine Learning Engineer,2022,FT,US,SE,164000
Data Engineer,2022,FT,US,SE,185900
Data Engineer,2022,FT,US,SE,129300
Data Engineer,2022,FT,US,SE,130000
Data Engineer,2022,FT,US,SE,75000
Data Science Manager,2022,FT,US,SE,175000
Data Science Manager,2022,FT,US,SE,120000
Data Engineer,2022,FT,US,SE,167500
Data Engineer,2022,FT,US,SE,106500
Applied Scientist,2022,FT,US,SE,184000
Applied Scientist,2022,FT,US,SE,142000
Data Engineer,2022,FT,US,SE,175000
Data Engineer,2022,FT,US,SE,120000
Data Engineer,2022,FT,US,SE,175000
Data Engineer,2022,FT,US,SE,120000
Data Engineer,2022,FT,US,SE,145000
Data Engineer,2022,FT,US,SE,100000
Applied Scientist,2022,FT,US,SE,192000
Applied Scientist,2022,FT,US,SE,164000
Data Analyst,2022,FT,US,SE,120000
Data Analyst,2022,FT,US,SE,95000
Machine Learning Engineer,2022,FT,US,SE,145000
Machine Learning Engineer,2022,FT,US,SE,135000
Data Engineer,2022,FT,US,SE,100000
Data Engineer,2022,FT,US,SE,78000
Data Engineer,2022,FT,ES,SE,73546
Data Engineer,2022,FT,ES,SE,36773
Data Scientist,2022,FT,US,SE,190000
Data Scientist,2022,FT,US,SE,150000
AI Scientist,2022,FT,CO,SE,125000
Data Engineer,2022,FT,US,SE,120000
Data Engineer,2022,FT,US,SE,95000
Data Scientist,2022,FT,ES,SE,47280
Data Scientist,2022,FT,ES,SE,37824
Data Analyst,2022,FT,US,SE,115934
Data Analyst,2022,FT,US,SE,81666
Data Scientist,2022,FT,US,SE,175000
Data Scientist,2022,FT,US,SE,140000
Data Engineer,2022,FT,US,SE,120000
Data Engineer,2022,FT,US,SE,95000
Research Engineer,2022,FT,US,SE,249500
Research Engineer,2022,FT,US,SE,149850
Data Scientist,2022,FT,US,SE,249500
Data Scientist,2022,FT,US,SE,149850
Research Scientist,2022,FT,US,SE,249500
Research Scientist,2022,FT,US,SE,149850
Data Engineer,2022,FT,US,SE,190000
Data Engineer,2022,FT,US,SE,120000
Data Analyst,2022,FT,US,SE,127000
Data Analyst,2022,FT,US,SE,104000
Data Scientist,2022,FT,US,SE,210000
Data Scientist,2022,FT,US,SE,150000
Machine Learning Engineer,2022,FT,US,SE,210000
Machine Learning Engineer,2022,FT,US,SE,150000
Data Engineer,2022,FT,US,SE,210000
Data Engineer,2022,FT,US,SE,130000
Data Scientist,2022,FT,US,SE,182750
Data Scientist,2022,FT,US,SE,161500
Research Scientist,2022,FT,US,SE,210000
Research Scientist,2022,FT,US,SE,150000
Data Engineer,2022,FT,US,SE,198800
Data Engineer,2022,FT,US,SE,122600
Data Scientist,2022,FT,US,SE,136000
Data Scientist,2022,FT,US,SE,104000
Data Analyst,2022,FT,US,SE,150000
Data Analyst,2022,FT,US,SE,100000
Data Engineer,2022,FT,US,SE,216000
Data Engineer,2022,FT,US,SE,144000
Data Analyst,2022,FT,US,SE,115934
Data Analyst,2022,FT,US,SE,81666
Data Engineer,2022,FT,US,SE,215000
Data Engineer,2022,FT,US,SE,150000
Machine Learning Engineer,2022,FT,US,SE,246000
Machine Learning Engineer,2022,FT,US,SE,201000
Machine Learning Engineer,2022,FT,MX,SE,255000
Machine Learning Engineer,2022,FT,MX,SE,185000
Data Analyst,2022,FT,ES,SE,50432
Data Analyst,2022,FT,ES,SE,39925
Data Analyst,2022,FT,US,SE,169000
Data Analyst,2022,FT,US,SE,110600
BI Developer,2022,FT,US,SE,140000
BI Developer,2022,FT,US,SE,120000
3D Computer Vision Researcher,2022,FT,AL,SE,10000
Data Analyst,2022,FT,US,SE,166700
Data Analyst,2022,FT,US,SE,119000
Data Engineer,2022,FT,US,SE,220000
Data Engineer,2022,FT,US,SE,146000
Data Engineer,2022,FT,ES,SE,68293
Data Engineer,2022,FT,ES,SE,36773
Data Specialist,2022,FT,US,SE,110000
Data Specialist,2022,FT,US,SE,70000
Data Engineer,2022,FT,US,SE,120000
Data Engineer,2022,FT,US,SE,95000
Data Scientist,2022,FT,ES,SE,47280
Data Scientist,2022,FT,ES,SE,37824
Data Architect,2022,FT,US,SE,190000
Data Architect,2022,FT,US,SE,135000
Data Scientist,2022,FT,US,SE,128000
Data Scientist,2022,FT,US,SE,81500
Data Scientist,2022,FT,US,SE,173000
Data Scientist,2022,FT,US,SE,110000
Machine Learning Engineer,2022,FT,US,SE,192000
Machine Learning Engineer,2022,FT,US,SE,120000
Data Analyst,2022,FT,US,SE,115934
Data Analyst,2022,FT,US,SE,81666
Data Analyst,2022,FT,US,SE,120000
Data Analyst,2022,FT,US,SE,95000
Principal Machine Learning Engineer,2022,FT,US,SE,190000
Data Engineer,2022,FT,US,SE,194000
Data Engineer,2022,FT,US,SE,129400
Data Analyst,2022,FT,US,SE,201000
Data Analyst,2022,FT,US,SE,89200
Data Scientist,2022,FT,US,SE,165000
Data Scientist,2022,FT,US,SE,125000
Applied Scientist,2022,FT,US,SE,230000
Applied Scientist,2022,FT,US,SE,196000
Data Engineer,2022,FT,US,SE,153600
Data Engineer,2022,FT,US,SE,106800
Data Engineer,2022,FT,US,SE,216000
Data Engineer,2022,FT,US,SE,144000
Data Analyst,2022,FT,US,SE,192500
Data Analyst,2022,FT,US,SE,140000
Data Engineer,2022,FT,US,SE,152500
Data Engineer,2022,FT,US,SE,130000
Data Analyst,2022,FT,US,SE,65000
Data Analyst,2022,FT,US,SE,55000
Data Engineer,2022,FT,US,SE,178750
Data Engineer,2022,FT,US,SE,160000
Analytics Engineer,2022,FT,US,SE,170000
Analytics Engineer,2022,FT,US,SE,125000
Data Engineer,2022,FT,US,SE,105000
Data Engineer,2022,FT,US,SE,70000
Data Scientist,2022,FT,US,SE,130000
Data Scientist,2022,FT,US,SE,95000
Data Scientist,2022,FT,US,SE,203500
Data Scientist,2022,FT,US,SE,152000
Data Engineer,2022,FT,US,SE,197430
Data Engineer,2022,FT,US,SE,134760
Data Engineer,2022,FT,US,SE,197000
Data Engineer,2022,FT,US,SE,99000
Data Engineer,2022,FT,US,SE,220000
Data Engineer,2022,FT,US,SE,162000
Data Architect,2022,FT,US,SE,149040
Data Architect,2022,FT,US,SE,113900
Data Analyst,2022,FT,AU,SE,171000
Data Engineer,2022,FT,US,SE,100000
Data Engineer,2022,FT,US,SE,78000
Data Engineer,2022,FT,US,SE,120000
Data Engineer,2022,FT,US,SE,95000
Data Specialist,2022,FT,US,SE,110000
Data Specialist,2022,FT,US,SE,70000
Data Scientist,2022,FT,US,SE,185900
Data Scientist,2022,FT,US,SE,129300
Data Engineer,2022,FT,US,SE,230000
Data Engineer,2022,FT,US,SE,154600
Machine Learning Engineer,2022,FT,US,SE,204500
Machine Learning Engineer,2022,FT,US,SE,142200
Data Scientist,2022,FT,ES,SE,47280
Data Scientist,2022,FT,ES,SE,37824
Data Engineer,2022,FT,US,SE,213000
Data Engineer,2022,FT,US,SE,152000
Data Scientist,2022,FT,US,SE,140000
Data Scientist,2022,FT,US,SE,120000
Data Scientist,2022,FT,US,SE,110000
Data Scientist,2022,FT,US,SE,70000
Machine Learning Software Engineer,2022,FT,CA,SE,227200
Machine Learning Software Engineer,2022,FT,CA,SE,168000
ML Engineer,2022,FT,US,SE,243000
ML Engineer,2022,FT,US,SE,183000
Data Engineer,2022,FT,US,SE,175000
Data Engineer,2022,FT,US,SE,150000
Data Engineer,2022,FT,CA,SE,178000
Data Engineer,2022,FT,CA,SE,132000
Data Engineer,2022,FT,US,SE,300000
Data Engineer,2022,FT,US,SE,130000
Data Analyst,2022,FT,US,SE,169000
Data Analyst,2022,FT,US,SE,110600
Data Analyst,2022,FT,US,SE,116000
Data Analyst,2022,FT,US,SE,96000
